PDBID	SCIENTIFIC_ORGANISM	EC_NUMBER	
2pll	Homo sapiens 	3.5.3.1	
4ept	Homo sapiens 	3.6.5.2	
4epr	Homo sapiens 	3.6.5.2	
3ql9	Homo sapiens 	3.6.4.12	
1d5r	Homo sapiens 	3.1.3.16	
1d5r	Homo sapiens 	3.1.3.48	
1d5r	Homo sapiens 	3.1.3.67	
2pm8	Homo sapiens 	3.1.1.8	
2pks	Homo sapiens 	3.4.21.5	
1bsi	Homo sapiens 	3.2.1.1	
1d5g	Homo sapiens 	3.1.3.48	
2vwo	Homo sapiens 	3.4.21.6	
2vwn	Homo sapiens 	3.4.21.6	
2vwm	Homo sapiens 	3.4.21.6	
2vwl	Homo sapiens 	3.4.21.6	
2cs5	Homo sapiens 	3.1.3.48	
4g1f	Homo sapiens 	3.4.14.5	
4g1c	Homo sapiens 	3.5.1	
3qis	Homo sapiens 	3.1.3.36	
3dpf	Homo sapiens 	3.4.24.34	
3dpe	Homo sapiens 	3.4.24.34	
2pjt	Homo sapiens 	3.4.24	
1d4p	Homo sapiens 	3.4.21.5	
2pl3	Homo sapiens 	3.6.4.13	
2vvv	Homo sapiens 	3.4.21.6	
2vvu	Homo sapiens 	3.4.21.6	
1uwy	Homo sapiens 	3.4.17.12	
2cqa	Homo sapiens 	3.6.4.12	
2cpw	Homo sapiens 	3.1.3.48	
2cpu	Homo sapiens 	3.2.1.1	
2cpt	Homo sapiens 	3.6.4.6	
2vvc	Homo sapiens 	3.4.21.6	
2x8b	Homo sapiens 	3.1.1.7	
1d3t	Homo sapiens 	3.4.21.5	
1bqq	Homo sapiens 	3.4.24.80	
1d3q	Homo sapiens 	3.4.21.5	
1d3p	Homo sapiens 	3.4.21.5	
1bqo	Homo sapiens 	3.4.24.17	
2pk4	Homo sapiens 	3.4.21.7	
3f1a	Homo sapiens 	3.4.24.65	
2e2d	Homo sapiens 	3.4.24	
1d3d	Homo sapiens 	3.4.21.5	
1uvs	Homo sapiens 	3.4.21.5	
3f0r	Homo sapiens 	3.5.1.98	
3f23	Homo sapiens 	3.5.4	
3f22	Homo sapiens 	3.5.4	
3f21	Homo sapiens 	3.5.4	
3qi5	Homo sapiens 	3.2.2.21	
3qi4	Homo sapiens 	3.1.4.35	
3dng	Homo sapiens 	3.4.24.34	
3qi3	Homo sapiens 	3.1.4.35	
3qi2	Homo sapiens 	3.6.5.1	
1w8b	Homo sapiens 	3.4.21.21	
3qi1	Homo sapiens 	3.4.23.46	
3qgn	Homo sapiens 	3.4.21.5	
2e1f	Homo sapiens 	3.6.4.12	
2e1e	Homo sapiens 	3.6.4.12	
2pho	Homo sapiens 	3.5.3.1	
1w7x	Homo sapiens 	3.4.21.21	
3f19	Homo sapiens 	3.4.24.65	
3f18	Homo sapiens 	3.4.24.65	
3f17	Homo sapiens 	3.4.24.65	
3f16	Homo sapiens 	3.4.24.65	
3f15	Homo sapiens 	3.4.24.65	
2e29	Homo sapiens 	3.6.4.13	
2phb	Homo sapiens 	3.4.21.6	
2pha	Homo sapiens 	3.5.3.1	
2e0t	Homo sapiens 	3.1.3.16	
2e0t	Homo sapiens 	3.1.3.48	
1w7g	Homo sapiens 	3.4.21.5	
2cno	Homo sapiens 	3.4.22.56	
2e0o	Homo sapiens 	3.1.27.5	
2cnn	Homo sapiens 	3.4.22.56	
2e0m	Homo sapiens 	3.1.27.5	
2cnl	Homo sapiens 	3.4.22.56	
2e0l	Homo sapiens 	3.1.27.5	
2cnk	Homo sapiens 	3.4.22.56	
2e0j	Homo sapiens 	3.1.27.5	
2cni	Homo sapiens 	3.1.3.48	
3jyh	Homo sapiens 	3.4.14.2	
2cnh	Homo sapiens 	3.1.3.48	
2vsw	Homo sapiens 	3.1.3.16	
2vsw	Homo sapiens 	3.1.3.48	
2pgq	Homo sapiens 	3.4.21.5	
2cng	Homo sapiens 	3.1.3.48	
2cnf	Homo sapiens 	3.1.3.48	
1utz	Homo sapiens 	3.4.24.65	
2cne	Homo sapiens 	3.1.3.48	
2pgl	Homo sapiens 	3.2.2.5	
1w6v	Homo sapiens 	3.4.19.12	
2pgj	Homo sapiens 	3.2.2.5	
1utt	Homo sapiens 	3.4.24.65	
3f07	Homo sapiens 	3.5.1.98	
3f06	Homo sapiens 	3.5.1.98	
1boa	Homo sapiens 	3.4.11.18	
2pgb	Homo sapiens 	3.4.21.5	
1ohe	Homo sapiens 	3.1.3.16	
1ohe	Homo sapiens 	3.1.3.48	
1ohd	Homo sapiens 	3.1.3.16	
1ohd	Homo sapiens 	3.1.3.48	
1ohc	Homo sapiens 	3.1.3.16	
1ohc	Homo sapiens 	3.1.3.48	
3jz2	Homo sapiens 	3.4.21.5	
3jz1	Homo sapiens 	3.4.21.5	
3dlj	Homo sapiens 	3.4.13.20	
2ph8	Homo sapiens 	3.4.23.46	
2ph6	Homo sapiens 	3.4.23.46	
3jxh	Homo sapiens 	3.1.3.48	
5fit	Homo sapiens 	3.6.1.29	
3jxf	Homo sapiens 	3.1.3.48	
2iyk	Homo sapiens 	3.6.1	
1bnk	Homo sapiens 	3.2.2.21	
2vt5	Homo sapiens 	3.1.3.11	
2cmc	Homo sapiens 	3.1.3.48	
1hzm	Homo sapiens 	3.1.3.16	
1hzm	Homo sapiens 	3.1.3.48	
2cmb	Homo sapiens 	3.1.3.48	
2cma	Homo sapiens 	3.1.3.48	
2iyd	Homo sapiens 	3.4.22.68	
2vt0	Homo sapiens 	3.2.1.45	
2iyc	Homo sapiens 	3.4.22.68	
3qeb	Homo sapiens 	3.1	
3qea	Homo sapiens 	3.1	
3dm6	Homo sapiens 	3.4.23.46	
1hzf	Homo sapiens 	3.4.21.43	
1usn	Homo sapiens 	3.4.24.17	
3dkp	Homo sapiens 	3.6.4.13	
3qdz	Homo sapiens 	3.4.21.5	
2x4d	Homo sapiens 	3.6.1.1	
2clt	Homo sapiens 	3.4.24.7	
3jwr	Homo sapiens 	3.1.4.35	
4ejf	Homo sapiens 	3.4.22.59	
3jwq	Homo sapiens 	3.1.4.35	
3dkk	Homo sapiens 	3.1.1.8	
2cn1	Homo sapiens 	3.1.3.5	
2cn0	Homo sapiens 	3.4.21.5	
1bmq	Homo sapiens 	3.4.22.36	
2vqw	Homo sapiens 	3.5.1.98	
1bmn	Homo sapiens 	3.4.21.5	
3dkb	Homo sapiens 	3.4.19.12	
2vqv	Homo sapiens 	3.5.1.98	
1bmm	Homo sapiens 	3.4.21.5	
1bml	Homo sapiens 	3.4.21.7	
3jwe	Homo sapiens 	3.1.1.23	
2vqq	Homo sapiens 	3.5.1.98	
2vqo	Homo sapiens 	3.5.1.98	
3djy	Homo sapiens 	3.1.1.8	
2vqm	Homo sapiens 	3.5.1.98	
2vqj	Homo sapiens 	3.5.1.98	
2cm8	Homo sapiens 	3.1.3.48	
1urk	Homo sapiens 	3.4.21.73	
2cm7	Homo sapiens 	3.1.3.48	
3qe9	Homo sapiens 	3.1	
2cm3	Homo sapiens 	3.1.3.48	
2cm2	Homo sapiens 	3.1.3.48	
2cm0	Homo sapiens 	3.5.1.52	
1bn5	Homo sapiens 	3.4.11.18	
3qe0	Homo sapiens 	3.6.5.1	
2iy1	Homo sapiens 	3.4.22.68	
3qcn	Homo sapiens 	3.1.3.48	
2iy0	Homo sapiens 	3.4.22.68	
3qcm	Homo sapiens 	3.1.3.48	
2ckh	Homo sapiens 	3.4.22.68	
3qcl	Homo sapiens 	3.1.3.48	
2ckg	Homo sapiens 	3.4.22.68	
3qck	Homo sapiens 	3.1.3.48	
1oev	Homo sapiens 	3.1.3.48	
3qcj	Homo sapiens 	3.1.3.48	
1oeu	Homo sapiens 	3.1.3.48	
3qci	Homo sapiens 	3.1.3.48	
1oet	Homo sapiens 	3.1.3.48	
3qch	Homo sapiens 	3.1.3.48	
2ckc	Homo sapiens 	3.6.4.12	
1oes	Homo sapiens 	3.1.3.48	
3qcg	Homo sapiens 	3.1.3.48	
3qcf	Homo sapiens 	3.1.3.48	
2cka	Homo sapiens 	3.6.4.12	
2vr2	Homo sapiens 	3.5.2.2	
3qce	Homo sapiens 	3.1.3.48	
3qcd	Homo sapiens 	3.1.3.48	
1oeo	Homo sapiens 	3.1.3.48	
3qcc	Homo sapiens 	3.1.3.48	
2k9c	Homo sapiens 	3.4.24.65	
3qcb	Homo sapiens 	3.1.3.48	
1oem	Homo sapiens 	3.1.3.48	
4ehn	Homo sapiens 	3.4.22.56	
1hxf	Homo sapiens 	3.4.21.5	
2cjz	Homo sapiens 	3.1.3.48	
1w51	Homo sapiens 	3.4.23.46	
2cjy	Homo sapiens 	3.4.22.56	
1hxe	Homo sapiens 	3.4.21.5	
1w50	Homo sapiens 	3.4.23.46	
4ehl	Homo sapiens 	3.4.22.56	
2cjx	Homo sapiens 	3.4.22.56	
2vph	Homo sapiens 	3.1.3.48	
4ehk	Homo sapiens 	3.4.22.56	
3jw8	Homo sapiens 	3.1.1.23	
2x2f	Homo sapiens 	3.6.5.5	
2x2e	Homo sapiens 	3.6.5.5	
4ehh	Homo sapiens 	3.4.22.56	
4ehf	Homo sapiens 	3.4.22.56	
4ehd	Homo sapiens 	3.4.22.56	
3qbt	Homo sapiens synthetic DNA	3.1.3.36	
1bm6	Homo sapiens 	3.4.24.17	
4eha	Homo sapiens 	3.4.22.56	
2pcu	Homo sapiens 	3.4.17	
1hy7	Homo sapiens 	3.4.24.17	
2cji	Homo sapiens 	3.4.21.6	
2pe4	Homo sapiens 	3.2.1.35	
2x1v	Homo sapiens 	3.6.5.2	
3qbj	Homo sapiens 	3.4.14.5	
2x36	Homo sapiens 	3.4.21	
3qbh	Homo sapiens 	3.4.23.46	
4ei3	Homo sapiens 	3.1.26	
3dj8	Homo sapiens 	3.5.3.1	
1bkc	Homo sapiens 	3.4.24.86	
4ei1	Homo sapiens 	3.1.26	
1j9c	Homo sapiens 	3.4.21.21	
3dhp	Homo sapiens 	3.2.1.1	
2k7z	Homo sapiens 	3.4.22.61	
1w2k	Homo sapiens 	3.4.21.21	
3l85	Homo sapiens 	3.6.1.13	
3l85	Homo sapiens 	3.6.1.58	
2iux	Homo sapiens 	3.4.15.1	
3qc8	Homo sapiens 	3.6.4.6	
3dhk	Homo sapiens 	3.4.21.5	
4egc	Homo sapiens 	3.1.3.48	
2iw2	Homo sapiens 	3.4.13.9	
2cij	Homo sapiens 	3.4.17.21	
2iul	Homo sapiens 	3.4.15.1	
3qak	Homo sapiens 	3.2.1.17	
2k7k	Homo sapiens 	3.6.1.7	
2k7j	Homo sapiens 	3.6.1.7	
2vnt	Homo sapiens 	3.4.21.73	
3jtc	Homo sapiens 	3.4.21.69	
2pbn	Homo sapiens 	3.1.3.48	
4efs	Homo sapiens 	3.4.24.65	
2vnn	Homo sapiens 	3.4.23.46	
2vnm	Homo sapiens 	3.4.23.46	
2pbh	Homo sapiens 	3.4.22.1	
3jsw	Homo sapiens 	3.1.4.35	
1w1i	Homo sapiens 	3.4.14.5	
2x0b	Homo sapiens 	3.4.23.15	
1biw	Homo sapiens 	3.4.24.17	
2chm	Homo sapiens 	3.1.4.17	
2chm	Homo sapiens 	3.1.4.35	
3l5k	Homo sapiens 	3.1.3	
3jsi	Homo sapiens 	3.1.4.35	
1bio	Homo sapiens 	3.4.21.46	
1hut	Homo sapiens 	3.4.21.5	
3l5f	Homo sapiens 	3.4.23.46	
1bim	Homo sapiens 	3.4.23.15	
3l5e	Homo sapiens 	3.4.23.46	
1bil	Homo sapiens 	3.4.23.15	
3l5d	Homo sapiens 	3.4.23.46	
1w0z	Homo sapiens 	3.4.21.73	
3l5c	Homo sapiens 	3.4.23.46	
1w0y	Homo sapiens 	3.4.21.21	
3l5b	Homo sapiens 	3.4.23.46	
1j7m	Homo sapiens 	3.4.24.24	
1w24	Homo sapiens 	3.1.3.3	
3l4z	Homo sapiens 	3.2.1.20	
3l4z	Homo sapiens 	3.2.1.3	
1w22	Homo sapiens 	3.5.1.98	
3l4y	Homo sapiens 	3.2.1.20	
3l4y	Homo sapiens 	3.2.1.3	
3l4x	Homo sapiens 	3.2.1.20	
3l4x	Homo sapiens 	3.2.1.3	
3l4w	Homo sapiens 	3.2.1.20	
3l4w	Homo sapiens 	3.2.1.3	
1huc	Homo sapiens 	3.4.22.1	
3l4v	Homo sapiens 	3.2.1.20	
3l4v	Homo sapiens 	3.2.1.3	
3l4u	Homo sapiens 	3.2.1.20	
3l4u	Homo sapiens 	3.2.1.3	
3dh1	Homo sapiens 	3.5.4	
3l4t	Homo sapiens 	3.2.1.20	
3l4t	Homo sapiens 	3.2.1.3	
1bhx	Homo sapiens 	3.4.21.5	
1w0h	Homo sapiens 	3.1	
3dfl	Homo sapiens 	3.4.21	
3dfj	Homo sapiens 	3.4.21	
1htr	Homo sapiens 	3.4.23.3	
1bhg	Homo sapiens 	3.2.1.31	
1umt	Homo sapiens 	3.4.24.17	
1ums	Homo sapiens 	3.4.24.17	
1w14	Homo sapiens 	3.4.21.73	
1w13	Homo sapiens 	3.4.21.73	
1w12	Homo sapiens 	3.4.21.73	
1w11	Homo sapiens 	3.4.21.73	
3l59	Homo sapiens 	3.4.23.46	
1w10	Homo sapiens 	3.4.21.73	
3l58	Homo sapiens 	3.4.23.46	
2cfv	Homo sapiens 	3.1.3.48	
2irz	Homo sapiens 	3.4.23.46	
3l3t	Homo sapiens BL21(DE3)	3.4.21.4	
2cft	Homo sapiens 	3.1.3.3	
2cft	Homo sapiens 	3.1.3.74	
2cfs	Homo sapiens 	3.1.3.3	
2cfs	Homo sapiens 	3.1.3.74	
3dem	Homo sapiens 	3.4.21	
2cfr	Homo sapiens 	3.1.3.3	
2cfr	Homo sapiens 	3.1.3.74	
3dek	Homo sapiens 	3.4.22.56	
3dej	Homo sapiens 	3.4.22.56	
3dei	Homo sapiens 	3.4.22.56	
3l3n	Homo sapiens 	3.4.15.1	
3deh	Homo sapiens 	3.4.22.56	
1uma	Homo sapiens 	3.4.21.5	
2k4p	Homo sapiens 	3.1.3.86	
1bgo	Homo sapiens 	3.4.22.38	
2pa5	Homo sapiens 	3.1.3.48	
1hsq	Homo sapiens 	3.1.4.11	
3l3a	Homo sapiens 	3.4.23.46	
2vkq	Homo sapiens 	3.1.3.5	
1w08	Homo sapiens 	3.2.1.17	
2vkm	Homo sapiens 	3.4.23.46	
1un5	Homo sapiens 	3.1.27.5	
1un4	Homo sapiens 	3.1.27.5	
1un3	Homo sapiens 	3.1.27.5	
3ddu	Homo sapiens 	3.4.21.26	
2cg5	Homo sapiens 	3.1.2.14	
3l43	Homo sapiens 	3.6.5.5	
2k3w	Homo sapiens 	3.6.4.6	
1j4x	Homo sapiens 	3.1.3.16	
1j4x	Homo sapiens 	3.1.3.48	
3ddc	Homo sapiens 	3.6.5.2	
2is0	Homo sapiens 	3.4.23.46	
1hrn	Homo sapiens 	3.4.23.15	
2iqg	Homo sapiens 	3.4.23.46	
3dcy	Homo sapiens 	3.1.3.46	
3l38	Homo sapiens 	3.4.23.46	
2cf9	Homo sapiens 	3.4.21.5	
2cf8	Homo sapiens 	3.4.21.5	
2cdr	Homo sapiens 	3.4.22.56	
3l33	Homo sapiens BL21(DE3)	3.4.21.4	
4ebb	Homo sapiens 	3.4.14.2	
2viz	Homo sapiens 	3.4.23.46	
2ipp	Homo sapiens 	3.4.22.1	
2viy	Homo sapiens 	3.4.23.46	
1hs6	Homo sapiens 	3.3.2.6	
2viw	Homo sapiens 	3.4.21.73	
2viv	Homo sapiens 	3.4.21.73	
2k2j	Homo sapiens 	3.1.4.11	
2k2g	Homo sapiens 	3.4.24.65	
2viq	Homo sapiens 	3.4.21.73	
2vip	Homo sapiens 	3.4.21.73	
2vio	Homo sapiens 	3.4.21.73	
2vin	Homo sapiens 	3.4.21.73	
2vij	Homo sapiens 	3.4.23.46	
3l0y	Homo sapiens 	3.1.3.16	
3l0v	Homo sapiens 	3.4.24.86	
3dd2	Homo sapiens 	3.4.21.5	
3l0t	Homo sapiens 	3.4.24.86	
2vie	Homo sapiens 	3.4.23.46	
2ccq	Homo sapiens 	3.5.1.52	
1bf9	Homo sapiens 	3.4.21.21	
2k1r	Homo sapiens 	3.6.3.4	
2iq1	Homo sapiens 	3.1.3.16	
2vj9	Homo sapiens 	3.4.23.46	
2vj8	Homo sapiens 	3.3.2.6	
2vj7	Homo sapiens 	3.4.23.46	
2vj6	Homo sapiens 	3.4.23.46	
2vhs	Homo sapiens 	3.4.22.15	
3l0c	Homo sapiens 	3.1.3.16	
3l0b	Homo sapiens 	3.1.3.16	
1hpk	Homo sapiens 	3.4.21.7	
1hpj	Homo sapiens 	3.4.21.7	
1bda	Homo sapiens 	3.4.21.68	
1j2e	Homo sapiens 	3.4.14.5	
2vhf	Homo sapiens 	3.4.19.12	
3dai	Homo sapiens 	3.6.1.3	
1bcu	Homo sapiens 	3.4.21.5	
2ozx	Homo sapiens 	3.1.3	
2ozw	Homo sapiens 	3.1.3	
1hov	Homo sapiens 	3.4.24.24	
2ozr	Homo sapiens 	3.4.24	
1bci	Homo sapiens 	3.1.1.4	
1bci	Homo sapiens 	3.1.1.5	
4ea5	Homo sapiens 	3.2.2	
4ea4	Homo sapiens 	3.2.2	
1uho	Homo sapiens 	3.1.4.35	
1j1a	Homo sapiens 	3.1.1.4	
1bby	Homo sapiens 	3.6.4.12	
2car	Homo sapiens 	3.6.1.19	
1hny	Homo sapiens 	3.2.1.1	
1bbs	Homo sapiens 	3.4.23.15	
2io3	Homo sapiens 	3.4.22.68	
2io2	Homo sapiens 	3.4.22.68	
2io1	Homo sapiens 	3.4.22.68	
2k11	Homo sapiens 	3.1.27.5	
2oyt	Homo sapiens 	3.2.2.27	
2io0	Homo sapiens 	3.4.22.68	
2vh7	Homo sapiens 	3.6.1.7	
2vh6	Homo sapiens 	3.4.21.6	
2img	Homo sapiens 	3.1.3.16	
2img	Homo sapiens 	3.1.3.48	
1hnl	Homo sapiens 	3.2.1.17	
1nzq	Homo sapiens 	3.4.21.5	
2vh0	Homo sapiens 	3.4.21.6	
3da9	Homo sapiens 	3.4.21.5	
1bbc	Homo sapiens 	3.1.1.4	
2vfj	Homo sapiens 	3.4.19.12	
1hne	Homo sapiens 	3.4.21.37	
1nzi	Homo sapiens 	3.4.21.42	
2oyc	Homo sapiens 	3.1.3.3	
2oyc	Homo sapiens 	3.1.3.74	
2cb5	Homo sapiens 	3.4.22.40	
1ugh	Homo sapiens 	3.2.2.27	
2oxz	Homo sapiens 	3.4.24.65	
2oxw	Homo sapiens 	3.4.24.65	
2oxu	Homo sapiens 	3.4.24.65	
2vey	Homo sapiens 	3.1.3.48	
2vex	Homo sapiens 	3.1.3.48	
2vew	Homo sapiens 	3.1.3.48	
2vev	Homo sapiens 	3.1.3.48	
2veu	Homo sapiens 	3.1.3.48	
2oxm	Homo sapiens 	3.2.2.27	
1ufw	Homo sapiens 	3.1.3.36	
2oxe	Homo sapiens 	3.1.1.26	
2oxe	Homo sapiens 	3.1.1.3	
2oxc	Homo sapiens 	3.6.4.13	
2iku	Homo sapiens 	3.4.23.15	
1bb5	Homo sapiens 	3.2.1.17	
1bb4	Homo sapiens 	3.2.1.17	
1bb3	Homo sapiens 	3.2.1.17	
2iko	Homo sapiens 	3.4.23.15	
1hlt	Homo sapiens 	3.4.21.5	
2oy4	Homo sapiens 	3.4.24.34	
1bb0	Homo sapiens 	3.4.21.5	
2q9p	Homo sapiens 	3.6.1.52	
2oy2	Homo sapiens 	3.4.24.34	
1nz7	Homo sapiens 	3.1.3.48	
1hlg	Homo sapiens 	3.1.1.3	
2ovz	Homo sapiens 	3.4.24.35	
1ba8	Homo sapiens 	3.4.21.5	
3r7s	Homo sapiens 	3.4.22.55	
2ovx	Homo sapiens 	3.4.24.35	
1uea	Homo sapiens 	3.4.24.17	
2il2	Homo sapiens 	3.4.23.15	
3r7n	Homo sapiens 	3.4.22.55	
3puf	Homo sapiens 	3.1.26.4	
1hkm	Homo sapiens 	3.2.1.14	
1hkk	Homo sapiens 	3.2.1.14	
1ny2	Homo sapiens 	3.4.21.5	
1udu	Homo sapiens 	3.1.4.35	
1hkj	Homo sapiens 	3.2.1.14	
1udt	Homo sapiens 	3.1.4.35	
3r7b	Homo sapiens 	3.4.22.55	
1hki	Homo sapiens 	3.2.1.14	
1nwl	Homo sapiens 	3.1.3.48	
1nwe	Homo sapiens 	3.1.3.48	
2iiv	Homo sapiens 	3.4.14.5	
2iit	Homo sapiens 	3.4.14.5	
2ouy	Homo sapiens pde10a2	3.1.4.17	
2ouy	Homo sapiens pde10a2	3.1.4.35	
2ow9	Homo sapiens 	3.4.24	
2ouv	Homo sapiens pde10a2	3.1.4.17	
2ouv	Homo sapiens pde10a2	3.1.4.35	
2ouu	Homo sapiens pde10a2	3.1.4.17	
2ouu	Homo sapiens pde10a2	3.1.4.35	
3pv1	Homo sapiens 	3.4.19.12	
2ous	Homo sapiens pde10a2	3.1.4.17	
2ous	Homo sapiens pde10a2	3.1.4.35	
3r6l	Homo sapiens 	3.4.22.55	
2our	Homo sapiens pde10a2	3.1.4.17	
2our	Homo sapiens pde10a2	3.1.4.35	
2ouq	Homo sapiens pde10a2	3.1.4.17	
2ouq	Homo sapiens pde10a2	3.1.4.35	
2ow2	Homo sapiens 	3.4.24.35	
1p8v	Homo sapiens 	3.4.21.5	
2oup	Homo sapiens pde10a2	3.1.4.17	
2oup	Homo sapiens pde10a2	3.1.4.35	
2ow1	Homo sapiens 	3.4.24.35	
1hjo	Homo sapiens 	3.6.1.3	
2ow0	Homo sapiens 	3.4.24.35	
2oun	Homo sapiens pde10a2	3.1.4.17	
2oun	Homo sapiens pde10a2	3.1.4.35	
3r6g	Homo sapiens 	3.4.22.55	
4dyo	Homo sapiens 	3.4.11.21	
2oud	Homo sapiens 	3.1.3.16	
2oud	Homo sapiens 	3.1.3.48	
2ouc	Homo sapiens 	3.1.3.16	
2ouc	Homo sapiens 	3.1.3.48	
1uch	Homo sapiens 	3.4.19.12	
3czd	Homo sapiens 	3.5.1.2	
1nw9	Homo sapiens 	3.4.22.62	
3r5k	Homo sapiens 	3.4.22.60	
3r5j	Homo sapiens 	3.4.22.55	
1ubz	Homo sapiens 	3.2.1.17	
2bzz	Homo sapiens 	3.1.27.5	
4dxa	Homo sapiens 	3.6.5.2	
2bzl	Homo sapiens 	3.1.3.48	
3prp	Homo sapiens 	3.4.19.12	
3prm	Homo sapiens 	3.4.19.12	
4dy7	Homo sapiens 	3.4.21.5	
2q5e	Homo sapiens 	3.1.3.16	
2ifv	Homo sapiens 	3.1.3.48	
3ps5	Homo sapiens 	3.1.3.48	
1hgt	Homo sapiens 	3.4.21.5	
1hi5	Homo sapiens 	3.1.27.5	
1hi4	Homo sapiens 	3.1.27.5	
1nu9	Homo sapiens 	3.4.21.5	
2va7	Homo sapiens 	3.4.23.46	
1hi3	Homo sapiens 	3.1.27.5	
1nu8	Homo sapiens 	3.4.14.5	
2byf	Homo sapiens 	3.1.4.11	
2va6	Homo sapiens 	3.4.23.46	
1hi2	Homo sapiens 	3.1.27.5	
1nu7	Homo sapiens 	3.4.21.5	
2bye	Homo sapiens 	3.1.4.11	
2va5	Homo sapiens 	3.4.23.46	
1nu6	Homo sapiens 	3.4.14.5	
3r3g	Homo sapiens 	3.4.21.5	
2ifd	Homo sapiens 	3.1.3.48	
3cww	Homo sapiens 	3.4.24.56	
2q4g	Homo sapiens 	3.1.27.5	
2bxu	Homo sapiens 	3.4.21.5	
2bz6	Homo sapiens 	3.4.21.21	
2bxt	Homo sapiens 	3.4.21.5	
4dvf	Homo sapiens 	3.4.23.46	
3e9k	Homo sapiens 	3.7.1.3	
1ayw	Homo sapiens 	3.4.22.38	
1ayv	Homo sapiens 	3.4.22.38	
1ayu	Homo sapiens 	3.4.22.38	
4dva	Homo sapiens 	3.4.21.73	
2oqv	Homo sapiens 	3.4.14.5	
3cwe	Homo sapiens 	3.1.3.48	
1ayp	Homo sapiens 	3.1.1.4	
1hfs	Homo sapiens 	3.4.24.17	
2q51	Homo sapiens 	3.5.1.15	
1ayk	Homo sapiens 	3.4.24.7	
2ieh	Homo sapiens 	3.6.4.4	
1nrs	Homo sapiens 	3.4.21.5	
1p4r	Homo sapiens 	3.5.4.10	
3r2f	Homo sapiens 	3.4.23.46	
4duu	Homo sapiens 	3.4.21.7	
1nrr	Homo sapiens 	3.4.21.5	
1nrq	Homo sapiens 	3.4.21.5	
4dus	Homo sapiens 	3.4.23.46	
1nrp	Homo sapiens 	3.4.21.5	
4dur	Homo sapiens 	3.4.21.7	
1aye	Homo sapiens 	3.4.17.15	
1nro	Homo sapiens 	3.4.21.5	
1nt1	Homo sapiens 	3.4.21.5	
2oqi	Homo sapiens 	3.4.14.5	
4f93	Homo sapiens 	3.6.4.13	
1nrn	Homo sapiens 	3.4.21.5	
4f92	Homo sapiens 	3.6.4.13	
4dw2	Homo sapiens 	3.4.21.73	
3ppa	Homo sapiens 	3.4.19.12	
4f91	Homo sapiens 	3.6.4.13	
4f7o	Homo sapiens 	3.4	
3e8r	Homo sapiens 	3.4.24.86	
1hfd	Homo sapiens 	3.4.21.46	
1hfc	Homo sapiens 	3.4.24.7	
2or4	Homo sapiens 	3.4.17.21	
1p57	Homo sapiens 	3.4.21.106	
4dv9	Homo sapiens 	3.4.23.46	
3r1g	Homo sapiens 	3.4.23.46	
4dtt	Homo sapiens 	3.4.24.56	
2oph	Homo sapiens 	3.4.14.5	
2bvx	Homo sapiens 	3.4.21.5	
1awz	Homo sapiens 	3.1.27	
2bvs	Homo sapiens 	3.4.21.5	
1nqc	Homo sapiens 	3.4.22.27	
2bvr	Homo sapiens 	3.4.21.5	
4dtc	Homo sapiens 	3.4.14.5	
1ay6	Homo sapiens 	3.4.21.5	
2ie4	Homo sapiens 	3.1.3.16	
2ie3	Homo sapiens 	3.1.3.16	
1npz	Homo sapiens 	3.4.22.27	
2oot	Homo sapiens 	3.4.17.21	
1hdt	Homo sapiens 	3.4.21.5	
2oq5	Homo sapiens 	3.4.21	
3e7b	Homo sapiens 	3.1.3.16	
1p49	Homo sapiens 	3.1.6.2	
2ooq	Homo sapiens 	3.1.3.48	
3e7a	Homo sapiens 	3.1.3.16	
4dsz	Homo sapiens 	3.4.14.5	
4dsu	Homo sapiens 	3.6	
1awh	Homo sapiens 	3.4.21.5	
4dst	Homo sapiens 	3.6	
3ctz	Homo sapiens 	3.4.11.9	
2q1j	Homo sapiens 	3.4.21.6	
1awf	Homo sapiens 	3.4.21.5	
1hdk	Homo sapiens 	3.1.1.5	
3e6v	Homo sapiens 	3.5.3.1	
4dso	Homo sapiens 	3.6	
1awb	Homo sapiens 	3.1.3.25	
4dsn	Homo sapiens 	3.6	
3ctt	Homo sapiens 	3.2.1.20	
3ctt	Homo sapiens 	3.2.1.3	
3ctr	Homo sapiens 	3.1.13.4	
3e6p	Homo sapiens 	3.4.21.5	
3e6k	Homo sapiens 	3.5.3.1	
3vyy	Homo sapiens 	3.6.4.13	
2q0z	Homo sapiens 	3.6.4.13	
3vyx	Homo sapiens 	3.6.4.13	
1c8t	Homo sapiens 	3.4.24.17	
4dsa	Homo sapiens 	3.4.14.5	
3po1	Homo sapiens 	3.4.21.5	
1c8q	Homo sapiens 	3.2.1.1	
2op3	Homo sapiens 	3.4.22.27	
1now	Homo sapiens 	3.2.1.52	
2bug	Homo sapiens 	3.1.3.16	
1nou	Homo sapiens 	3.2.1.52	
3pmh	Homo sapiens 	3.4.21.5	
2ibi	Homo sapiens 	3.4.19.12	
4f4u	Homo sapiens 	3.5.1	
4dt7	Homo sapiens 	3.4.21.5	
2bub	Homo sapiens 	3.4.14.5	
2uzq	Homo sapiens 	3.1.3.48	
1avf	Homo sapiens 	3.4.23.3	
3vyf	Homo sapiens 	3.4.23.15	
