PDBID	SCIENTIFIC_ORGANISM	EC_NUMBER	
1q9s	Homo sapiens 	2.7.1.26	
3s7f	Homo sapiens 	2.1.1.43	
3que	Homo sapiens 	2.7.11.24	
1q9p	Homo sapiens 	2.7.7.49	
1q9p	Homo sapiens 	2.7.7.7	
3qud	Homo sapiens 	2.7.11.24	
3s7d	Homo sapiens 	2.1.1.43	
3s7b	Homo sapiens 	2.1.1.43	
2pvf	Homo sapiens 	2.7.10.1	
3qtz	Homo sapiens 	2.7.11.22	
3qtx	Homo sapiens 	2.7.11.22	
3qtw	Homo sapiens 	2.7.11.22	
3qtu	Homo sapiens 	2.7.11.22	
2jiv	Homo sapiens 	2.7.10.1	
2jiu	Homo sapiens 	2.7.10.1	
3qts	Homo sapiens 	2.7.11.22	
2jit	Homo sapiens 	2.7.10.1	
3qtr	Homo sapiens 	2.7.11.22	
3qtq	Homo sapiens 	2.7.11.22	
3khf	Homo sapiens 	2.7.11.1	
1ijr	Homo sapiens 	2.7.10.2	
3qti	Homo sapiens 	2.7.10.1	
2jii	Homo sapiens 	2.7.11.1	
2wd1	Homo sapiens 	2.7.10.1	
4eym	Homo sapiens 	2.7.11.24	
3kgv	Homo sapiens 	2.7.11.1	
2r7b	Homo sapiens 	2.7.11.1	
3dzq	Homo sapiens 	2.7.10.1	
4eyj	Homo sapiens 	2.7.11.24	
4eyi	Homo sapiens 	2.7.7.7	
4eyh	Homo sapiens 	2.7.7.7	
1ove	Homo sapiens 	2.7.11.24	
3qu0	Homo sapiens 	2.7.11.22	
1ouy	Homo sapiens 	2.7.11.24	
4a07	Homo sapiens 	2.7.11.1	
3s5j	Homo sapiens 	2.7.6.1	
4a06	Homo sapiens 	2.7.11.1	
1ow8	Homo sapiens 	2.7.10.2	
1ow7	Homo sapiens 	2.7.10.2	
1ow6	Homo sapiens 	2.7.10.2	
4exu	Homo sapiens 	2.7.11.24	
4ez7	Homo sapiens 	2.7.11.22	
3kga	Homo sapiens 	2.7.11.1	
1iil	Homo sapiens 	2.7.10.1	
2r6k	Homo sapiens 	2.5.1.18	
4ez5	Homo sapiens 	2.7.11.22	
4ez3	Homo sapiens 	2.7.11.22	
2waj	Homo sapiens 	2.7.11.24	
1ouk	Homo sapiens 	2.7.11.24	
1vd2	Homo sapiens 	2.7.11.13	
3kfx	Homo sapiens 	2.7.1.74	
3s4y	Homo sapiens 	2.7.6.2	
2jgz	Homo sapiens 	2.7.11.22	
2jgy	Homo sapiens 	2.4.2.10	
3qru	Homo sapiens 	2.7.11.22	
3qrt	Homo sapiens 	2.7.11.22	
3s4q	Homo sapiens 	2.7.11.24	
2psw	Homo sapiens 	2.3.1.88	
2r5t	Homo sapiens 	2.7.11.1	
3dyd	Homo sapiens 	2.6.1.5	
3qt0	Homo sapiens 	2.3.1.48	
2wb8	Homo sapiens 	2.7.11.1	
2psq	Homo sapiens 	2.7.10.1	
3qrk	Homo sapiens 	2.7.10.2	
3s4j	Homo sapiens 	2.5.1.1	
3s4j	Homo sapiens 	2.5.1.10	
3qrj	Homo sapiens 	2.7.10.2	
3kfd	Homo sapiens 	2.7.11.30	
3qri	Homo sapiens 	2.7.10.2	
1ov4	Homo sapiens 	2.8.2.14	
4g9r	Homo sapiens 	2.7.11.1	
4ewq	Homo sapiens 	2.7.11.24	
3kex	Homo sapiens 	2.7.10.1	
1oth	Homo sapiens 	2.1.3.3	
3keu	Homo sapiens 	2.7.1.35	
4ewh	Homo sapiens 	2.7.10.2	
4ewh	Homo sapiens 	2.7.11.1	
1bzy	Homo sapiens 	2.4.2.8	
3qs9	Homo sapiens 	2.7.10.1	
3qqu	Homo sapiens 	2.7.10.1	
3qs7	Homo sapiens 	2.7.10.1	
4g9c	Homo sapiens 	2.7.11.1	
3s3s	Homo sapiens 	2.3.2.13	
3s3p	Homo sapiens 	2.3.2.13	
3qql	Homo sapiens 	2.7.11.22	
2r64	Homo sapiens 	2.7.11.22	
2jfm	Homo sapiens 	2.7.11.1	
3qqk	Homo sapiens 	2.7.11.22	
2jfl	Homo sapiens 	2.7.11.1	
1igr	Homo sapiens 	2.7.10.1	
1ii4	Homo sapiens 	2.7.10.1	
3qqj	Homo sapiens 	2.7.11.22	
2jfk	Homo sapiens 	2.3.1.38	
2jfk	Homo sapiens 	2.3.1.39	
2jfk	Homo sapiens 	2.3.1.41	
2jfk	Homo sapiens 	2.3.1.85	
3s3j	Homo sapiens 	2.3.2.13	
3s3i	Homo sapiens 	2.7.11.24	
3qqh	Homo sapiens 	2.7.11.22	
1ou5	Homo sapiens 	2.7.7.72	
3qqg	Homo sapiens 	2.7.11.22	
3qqf	Homo sapiens 	2.7.11.22	
3f9z	Homo sapiens 	2.1.1.43	
3f9y	Homo sapiens 	2.1.1.43	
3dwy	Homo sapiens 	2.3.1.48	
2jfd	Homo sapiens 	2.3.1.38	
2jfd	Homo sapiens 	2.3.1.39	
2jfd	Homo sapiens 	2.3.1.41	
2jfd	Homo sapiens 	2.3.1.85	
3f9x	Homo sapiens 	2.1.1.43	
3f9w	Homo sapiens 	2.1.1.43	
2prg	Homo sapiens 	2.3.1.48	
3dy7	Homo sapiens 	2.7.12.2	
1q5k	Homo sapiens 	2.7.11.1	
1q5k	Homo sapiens 	2.7.11.26	
2r4b	Homo sapiens 	2.7.10.1	
3kf7	Homo sapiens 	2.7.11.24	
3f9n	Homo sapiens 	2.7.11.1	
3f9m	Homo sapiens 	2.7.1.2	
3qpw	Homo sapiens 	2.7.1.105	
3qpv	Homo sapiens 	2.7.1.105	
2jev	Homo sapiens 	2.3.1.57	
3qpu	Homo sapiens 	2.7.1.105	
2r3x	Homo sapiens 	2.5.1.18	
3s2p	Homo sapiens 	2.7.11.22	
2r3v	Homo sapiens 	2.7.1.36	
6gss	Homo sapiens 	2.5.1.18	
3s41	Homo sapiens 	2.7.1.2	
2jeo	Homo sapiens 	2.7.1.48	
2pqt	Homo sapiens 	2.3.1.5	
2r3r	Homo sapiens 	2.7.11.22	
2r3q	Homo sapiens 	2.7.11.22	
1q69	Homo sapiens 	2.7.10.2	
2r3p	Homo sapiens 	2.7.11.22	
1q68	Homo sapiens 	2.7.10.2	
2r3o	Homo sapiens 	2.7.11.22	
2r3n	Homo sapiens 	2.7.11.22	
2r3m	Homo sapiens 	2.7.11.22	
2r3l	Homo sapiens 	2.7.11.22	
4euu	Homo sapiens 	2.7.11.1	
2r3k	Homo sapiens 	2.7.11.22	
4eut	Homo sapiens 	2.7.11.1	
1byg	Homo sapiens 	2.7.10.2	
2r3j	Homo sapiens 	2.7.11.22	
2r3i	Homo sapiens 	2.7.11.22	
1q4o	Homo sapiens 	2.7.11.21	
2jed	Homo sapiens 	2.7.11.13	
2r3h	Homo sapiens 	2.7.11.22	
2r3g	Homo sapiens 	2.7.11.22	
3s2a	Homo sapiens 	2.7.1.153	
3s2a	Homo sapiens 	2.7.11.1	
2r3f	Homo sapiens 	2.7.11.22	
1q4l	Homo sapiens 	2.7.11.1	
1q4l	Homo sapiens 	2.7.11.26	
2pqf	Homo sapiens 	2.4.2.30	
3kcz	Homo sapiens 	2.4.2.30	
1q4k	Homo sapiens 	2.7.11.21	
2e9w	Homo sapiens 	2.7.10.1	
2e9v	Homo sapiens 	2.7.11.1	
2r3a	Homo sapiens 	2.1.1.43	
2e9u	Homo sapiens 	2.7.11.1	
1ore	Homo sapiens 	2.4.2.7	
3qox	Homo sapiens 	2.1.1.43	
2jdx	Homo sapiens BL(21)DE3PLYSS	2.1.4.1	
3qow	Homo sapiens 	2.1.1.43	
2jdw	Homo sapiens 	2.1.4.1	
3s37	Homo sapiens 	2.7.10.1	
2e9p	Homo sapiens 	2.7.11.1	
3s36	Homo sapiens 	2.7.10.1	
2e9o	Homo sapiens 	2.7.11.1	
3s35	Homo sapiens 	2.7.10.1	
2e9n	Homo sapiens 	2.7.11.1	
2jdr	Homo sapiens 	2.7.11.1	
3kck	Homo sapiens 	2.7.10.2	
2jdo	Homo sapiens 	2.7.11.1	
3kcf	Homo sapiens 	2.7.11.30	
1q3w	Homo sapiens 	2.7.11.1	
1q3w	Homo sapiens 	2.7.11.26	
2r2p	Homo sapiens 	2.7.10.1	
3s1h	Homo sapiens 	2.7.11.22	
1ig1	Homo sapiens 	2.7.11.1	
2r2n	Homo sapiens 	2.6.1.39	
2r2n	Homo sapiens 	2.6.1.7	
3f7z	Homo sapiens 	2.7.11.1	
3f7z	Homo sapiens 	2.7.11.26	
2pph	Homo sapiens 	2.7.11.25	
4g6o	Homo sapiens human	2.7.11.24	
4g6n	Homo sapiens human	2.7.11.24	
1q3d	Homo sapiens 	2.7.11.1	
1q3d	Homo sapiens 	2.7.11.26	
3s24	Homo sapiens 	2.7.7.50	
2e8n	Homo sapiens 	2.7.10.1	
3qp3	Homo sapiens 	2.7.11.1	
2pq8	Homo sapiens 	2.3.1.48	
3s0o	Homo sapiens 	2.7.11.22	
1bwn	Homo sapiens 	2.7.10.2	
2cvd	Homo sapiens 	2.5.1.18	
1q41	Homo sapiens 	2.7.11.1	
1q41	Homo sapiens 	2.7.11.26	
3dtw	Homo sapiens 	2.7.10.1	
3f88	Homo sapiens 	2.7.11.1	
3f88	Homo sapiens 	2.7.11.26	
4g5p	Homo sapiens 	2.7.10.1	
1opl	Homo sapiens 	2.7.10.2	
3dv3	Homo sapiens 	2.7.12.2	
3f6q	Homo sapiens 	2.7.11.1	
3f82	Homo sapiens 	2.7.10.1	
4g5j	Homo sapiens 	2.7.10.1	
3kc3	Homo sapiens 	2.7.11.1	
1bx4	Homo sapiens 	2.7.1.20	
2r0u	Homo sapiens 	2.7.11.1	
2jbp	Homo sapiens 	2.7.11.1	
1q1z	Homo sapiens 	2.8.2.2	
2jbo	Homo sapiens 	2.7.11.1	
3dtc	Homo sapiens 	2.7.11.25	
2e7h	Homo sapiens 	2.7.10.1	
2jbm	Homo sapiens 	2.4.2.19	
2pnr	Homo sapiens 	2.3.1.12	
2pnr	Homo sapiens 	2.7.11.2	
4erw	Homo sapiens 	2.7.11.22	
2jbh	Homo sapiens 	2.4.2.8	
2e7b	Homo sapiens 	2.7.11.1	
1q1q	Homo sapiens 	2.8.2.2	
3f5x	Homo sapiens 	2.7.11.22	
3du8	Homo sapiens 	2.7.11.1	
3du8	Homo sapiens 	2.7.11.26	
3f5u	Homo sapiens 	2.7.11.1	
3kb7	Homo sapiens 	2.7.11.21	
3f5p	Homo sapiens 	2.7.10.1	
2jav	Homo sapiens 	2.7.11.1	
2jc6	Homo sapiens 	2.7.11.17	
3f5g	Homo sapiens 	2.7.11.1	
3s00	Homo sapiens 	2.7.11.22	
2e6i	Homo sapiens 	2.7.10.2	
2jam	Homo sapiens 	2.7.11.17	
4eqz	Homo sapiens 	2.1.1.43	
1buh	Homo sapiens 	2.7.11.22	
4equ	Homo sapiens 	2.7.11.1	
1q22	Homo sapiens 	2.8.2.2	
1q20	Homo sapiens 	2.8.2.2	
3f66	Homo sapiens 	2.7.10.1	
3dt1	Homo sapiens 	2.7.11.24	
2e73	Homo sapiens 	2.7.11.13	
4g3d	Homo sapiens 	2.7.11.25	
2cu1	Homo sapiens 	2.7.11.25	
3ka0	Homo sapiens 	2.7.11.1	
3dre	Homo sapiens 	2.7.3.2	
2pn7	Homo sapiens 	2.3.2.4	
3qkm	Homo sapiens 	2.7.11.1	
3drb	Homo sapiens 	2.7.3.2	
1ias	Homo sapiens 	2.7.11.30	
3qkl	Homo sapiens 	2.7.11.1	
1d6n	Homo sapiens 	2.4.2.8	
2e5g	Homo sapiens 	2.7.7.19	
2e5g	Homo sapiens 	2.7.7.52	
3qkk	Homo sapiens 	2.7.11.1	
2vz6	Homo sapiens 	2.7.11.17	
1btk	Homo sapiens 	2.7.10.2	
2e5d	Homo sapiens 	2.4.2.12	
1ian	Homo sapiens 	2.7.11.24	
2e5c	Homo sapiens 	2.4.2.12	
2e5b	Homo sapiens 	2.4.2.12	
4er7	Homo sapiens 	2.1.1.43	
4er6	Homo sapiens 	2.1.1.43	
3f3y	Homo sapiens 	2.8.2.14	
4er5	Homo sapiens 	2.1.1.43	
4er3	Homo sapiens 	2.1.1.43	
3ds6	Homo sapiens 	2.7.11.24	
4er0	Homo sapiens 	2.1.1.43	
3qjz	Homo sapiens 	2.7.1.153	
3qjz	Homo sapiens 	2.7.11.1	
3ql8	Homo sapiens 	2.7.11.22	
4g2f	Homo sapiens 	2.7.10.1	
2vwz	Homo sapiens 	2.7.10.1	
2vwy	Homo sapiens 	2.7.10.1	
1bu1	Homo sapiens 	2.7.10.2	
2vwx	Homo sapiens 	2.7.10.1	
2vww	Homo sapiens 	2.7.10.1	
2vwv	Homo sapiens 	2.7.10.1	
2vwu	Homo sapiens 	2.7.10.1	
4eos	Homo sapiens 	2.7.11.22	
4eor	Homo sapiens 	2.7.11.22	
4g34	Homo sapiens 	2.7.11.1	
4eoq	Homo sapiens 	2.7.11.22	
4eop	Homo sapiens 	2.7.11.22	
4eoo	Homo sapiens 	2.7.11.22	
4g31	Homo sapiens 	2.7.11.1	
4eon	Homo sapiens 	2.7.11.22	
4g1n	Homo sapiens 	2.7.1.40	
4eom	Homo sapiens 	2.7.11.22	
2vwi	Homo sapiens 	2.7.11.1	
4eol	Homo sapiens 	2.7.11.22	
3f2r	Homo sapiens 	2.7.1.32	
3f2r	Homo sapiens 	2.7.1.82	
4eok	Homo sapiens 	2.7.11.22	
4eoj	Homo sapiens 	2.7.11.22	
2cqv	Homo sapiens 	2.7.11.18	
2x9f	Homo sapiens 	2.7.10.1	
2x9e	Homo sapiens 	2.7.12.1	
4eoi	Homo sapiens 	2.7.11.22	
3f2n	Homo sapiens 	2.7.11.1	
4eoh	Homo sapiens 	2.7.1.35	
3f2k	Homo sapiens 	2.1.1.43	
3dpk	Homo sapiens 	2.7.10.1	
2cs2	Homo sapiens 	2.4.2.30	
2pjy	Homo sapiens 	2.7.11.30	
1ia8	Homo sapiens 	2.7.11.1	
1okz	Homo sapiens 	2.7.11.1	
3dpd	Homo sapiens 	2.7.1.153	
3dpd	Homo sapiens 	2.7.11.1	
3qk0	Homo sapiens 	2.7.1.153	
3qk0	Homo sapiens 	2.7.11.1	
1oky	Homo sapiens 	2.7.11.1	
1okw	Homo sapiens 	2.7.11.22	
3f2a	Homo sapiens 	2.7.11.1	
1okv	Homo sapiens 	2.7.11.22	
4eny	Homo sapiens 	2.7.11.1	
4enx	Homo sapiens 	2.7.11.1	
2pl0	Homo sapiens 	2.7.10.2	
2vx3	Homo sapiens 	2.7.12.1	
2vx1	Homo sapiens 	2.7.10.1	
2vx0	Homo sapiens 	2.7.10.1	
3qic	Homo sapiens 	2.7.1.2	
2x8i	Homo sapiens 	2.7.11.1	
2cr9	Homo sapiens 	2.4.2.30	
2x8e	Homo sapiens 	2.7.11.1	
2x8d	Homo sapiens 	2.7.11.1	
2cr6	Homo sapiens 	2.7.11.1	
1uwj	Homo sapiens 	2.7.11.1	
3qhw	Homo sapiens 	2.7.11.22	
1uwh	Homo sapiens 	2.7.11.1	
2cr3	Homo sapiens 	2.7.10.1	
3qhr	Homo sapiens 	2.7.11.22	
3dog	Homo sapiens 	2.7.11.22	
2vuw	Homo sapiens 	2.7.11.1	
1ol7	Homo sapiens 	2.7.11.1	
1ol6	Homo sapiens 	2.7.11.1	
1ol5	Homo sapiens 	2.7.11.1	
2e2b	Homo sapiens 	2.7.10.2	
2x7o	Homo sapiens 	2.7.11.30	
1ol2	Homo sapiens 	2.7.11.22	
1ol1	Homo sapiens 	2.7.11.22	
1uvr	Homo sapiens 	2.7.11.1	
4g11	Homo sapiens 	2.7.1.153	
4g11	Homo sapiens 	2.7.11.1	
2x7g	Homo sapiens 	2.7.11.1	
2x7f	Homo sapiens 	2.7.11.1	
3qgy	Homo sapiens 	2.7.10.2	
1bpz	Homo sapiens 	2.7.7.7	
1bpy	Homo sapiens 	2.7.7.7	
3qgw	Homo sapiens 	2.7.10.2	
1bpx	Homo sapiens 	2.7.7.7	
1bpv	Homo sapiens 	2.7.11.1	
2cq2	Homo sapiens 	2.1.1.229	
2coo	Homo sapiens 	2.3.1.168	
1w8c	Homo sapiens 	2.7.11.22	
2cok	Homo sapiens 	2.4.2.30	
2coj	Homo sapiens 	2.6.1.42	
1oiy	Homo sapiens 	2.7.11.22	
2coi	Homo sapiens 	2.6.1.42	
2vv9	Homo sapiens 	2.7.11.22	
2cog	Homo sapiens 	2.6.1.42	
2coe	Homo sapiens 	2.7.7.31	
2vtt	Homo sapiens 	2.7.11.22	
1oiu	Homo sapiens 	2.7.11.22	
2vts	Homo sapiens 	2.7.11.22	
1oit	Homo sapiens 	2.7.11.22	
2vtr	Homo sapiens 	2.7.11.22	
2vtq	Homo sapiens 	2.7.11.22	
1oir	Homo sapiens 	2.7.11.22	
2vtp	Homo sapiens 	2.7.11.22	
1w98	Homo sapiens 	2.7.11.22	
1oiq	Homo sapiens 	2.7.11.22	
2coa	Homo sapiens 	2.7.11.13	
2vto	Homo sapiens 	2.7.11.22	
2x81	Homo sapiens 	2.7.11.1	
2vtn	Homo sapiens 	2.7.11.22	
4en4	Homo sapiens 	2.7.1.35	
2vtm	Homo sapiens 	2.7.11.22	
2vtl	Homo sapiens 	2.7.11.22	
2vtj	Homo sapiens 	2.7.11.22	
2vti	Homo sapiens 	2.7.11.22	
2vth	Homo sapiens 	2.7.11.22	
1w7n	Homo sapiens 	2.6.1.64	
1w7n	Homo sapiens 	2.6.1.7	
1w7m	Homo sapiens 	2.6.1.64	
1w7m	Homo sapiens 	2.6.1.7	
1w7l	Homo sapiens 	2.6.1.64	
1w7l	Homo sapiens 	2.6.1.7	
2x6e	Homo sapiens 	2.7.11.1	
2x6d	Homo sapiens 	2.7.11.1	
2izx	Homo sapiens 	2.7.11.11	
1w7h	Homo sapiens 	2.7.11.24	
3qfv	Homo sapiens 	2.7.11.1	
2vta	Homo sapiens 	2.7.11.22	
2izu	Homo sapiens 	2.7.11.1	
2izt	Homo sapiens 	2.7.11.1	
2pgy	Homo sapiens 	2.4.1.37	
2pgy	Homo sapiens 	2.4.1.40	
2izs	Homo sapiens 	2.7.11.1	
2izr	Homo sapiens 	2.7.11.1	
2pgv	Homo sapiens 	2.4.1.37	
2pgv	Homo sapiens 	2.4.1.40	
2pgt	Homo sapiens 	2.5.1.18	
2vu3	Homo sapiens 	2.7.11.22	
3jya	Homo sapiens 	2.7.11.1	
4eku	Homo sapiens 	2.7.10.2	
2e0a	Homo sapiens 	2.7.11.2	
3dlz	Homo sapiens 	2.7.11.1	
3dlx	Homo sapiens 	2.8.3.5	
1uv5	Homo sapiens 	2.7.11.1	
1uv5	Homo sapiens 	2.7.11.26	
1w84	Homo sapiens 	2.7.11.24	
1w83	Homo sapiens 	2.7.11.24	
1w82	Homo sapiens 	2.7.11.24	
3dls	Homo sapiens 	2.7.11.1	
4ekl	Homo sapiens 	2.7.11.1	
3jxw	Homo sapiens 	2.7.11.1	
4ekk	Homo sapiens 	2.7.11.1	
2cmw	Homo sapiens 	2.7.11.1	
4eki	Homo sapiens 	2.1.1.43	
3dlm	Homo sapiens 	2.1.1.43	
4ekg	Homo sapiens 	2.1.1.43	
1hzw	Homo sapiens 	2.1.1.45	
2x4z	Homo sapiens 	2.7.11.1	
3qeo	Homo sapiens 	2.7.1.74	
3qen	Homo sapiens 	2.7.1.74	
2pfr	Homo sapiens 	2.3.1.5	
2pfq	Homo sapiens 	2.7.7.7	
1oi9	Homo sapiens 	2.7.11.22	
2pfp	Homo sapiens 	2.7.7.7	
3qej	Homo sapiens 	2.7.1.74	
2pfo	Homo sapiens 	2.7.7.7	
1ogu	Homo sapiens 	2.7.11.22	
2pfn	Homo sapiens 	2.7.7.7	
9jdw	Homo sapiens BL(21)DE3PLYSS	2.1.4.1	
1uu8	Homo sapiens 	2.7.11.1	
1uu7	Homo sapiens 	2.7.11.1	
1uu3	Homo sapiens 	2.7.11.1	
4ejn	Homo sapiens 	2.7.11.1	
2clx	Homo sapiens 	2.7.11.22	
3jy9	Homo sapiens 	2.7.10.2	
2x4f	Homo sapiens 	2.7.11.1	
2cn8	Homo sapiens 	2.7.11.1	
3dko	Homo sapiens 	2.7.10.1	
3qf9	Homo sapiens 	2.7.11.1	
2cn5	Homo sapiens 	2.7.11.1	
3l9q	Homo sapiens 	2.7.7	
3dkl	Homo sapiens 	2.4.2.12	
2clq	Homo sapiens 	2.7.11.25	
3l9p	Homo sapiens 	2.7.10.1	
2pez	Homo sapiens 	2.7.1.25	
2pez	Homo sapiens 	2.7.7.4	
3dkj	Homo sapiens 	2.4.2.12	
3l9n	Homo sapiens 	2.7.11.11	
3jy0	Homo sapiens 	2.7.11.1	
2pey	Homo sapiens 	2.7.1.25	
2pey	Homo sapiens 	2.7.7.4	
3l9m	Homo sapiens 	2.7.11.11	
3l9l	Homo sapiens 	2.7.11.11	
3dkg	Homo sapiens 	2.7.10.1	
1usb	Homo sapiens 	2.5.1.18	
3dkf	Homo sapiens 	2.7.10.1	
1bo1	Homo sapiens 	2.7.1.149	
3dkc	Homo sapiens 	2.7.10.1	
1bmk	Homo sapiens BL21 (DE3)	2.7.11.24	
4ek9	Homo sapiens 	2.1.1.43	
1urw	Homo sapiens 	2.7.11.22	
20gs	Homo sapiens 	2.5.1.18	
1w4r	Homo sapiens 	2.7.1.21	
3l8x	Homo sapiens 	2.7.11.24	
3l8v	Homo sapiens 	2.7.10.1	
3qcy	Homo sapiens 	2.7.11.1	
2iwz	Homo sapiens 	2.3.1.41	
3l8s	Homo sapiens 	2.7.11.24	
3qcx	Homo sapiens 	2.7.11.1	
3jvs	Homo sapiens 	2.7.11.1	
2iwy	Homo sapiens 	2.3.1.41	
2k9y	Homo sapiens 	2.7.10.1	
3jvr	Homo sapiens 	2.7.11.1	
1blx	Homo sapiens 	2.7.11.22	
2ckq	Homo sapiens 	2.7.1.32	
2ckq	Homo sapiens 	2.7.1.82	
3l8p	Homo sapiens 	2.7.10.1	
1urf	Homo sapiens 	2.7.11.13	
2ckp	Homo sapiens 	2.7.1.32	
2ckp	Homo sapiens 	2.7.1.82	
3qcs	Homo sapiens 	2.7.11.1	
2cko	Homo sapiens 	2.7.1.32	
2cko	Homo sapiens 	2.7.1.82	
1urc	Homo sapiens 	2.7.11.22	
3qcq	Homo sapiens 	2.7.11.1	
2iwl	Homo sapiens 	2.7.1.154	
4ehz	Homo sapiens 	2.7.10.2	
2x2u	Homo sapiens 	2.7.10.1	
2cke	Homo sapiens 	2.7.11.1	
2iwi	Homo sapiens 	2.7.11.1	
4ehv	Homo sapiens 	2.7.11.24	
8icz	Homo sapiens 	2.7.7.7	
8icy	Homo sapiens 	2.7.7.7	
8icx	Homo sapiens 	2.7.7.7	
2x2m	Homo sapiens 	2.7.10.1	
8icw	Homo sapiens 	2.7.7.7	
2x2l	Homo sapiens 	2.7.10.1	
8icv	Homo sapiens 	2.7.7.7	
2x2k	Homo sapiens 	2.7.10.1	
8icu	Homo sapiens 	2.7.7.7	
8ict	Homo sapiens 	2.7.7.7	
8ics	Homo sapiens 	2.7.7.7	
8icr	Homo sapiens 	2.7.7.7	
8icq	Homo sapiens 	2.7.7.7	
3l7u	Homo sapiens 	2.7.4.6	
8icp	Homo sapiens 	2.7.7.7	
8ico	Homo sapiens 	2.7.7.7	
8icn	Homo sapiens 	2.7.7.7	
8icm	Homo sapiens 	2.7.7.7	
1oec	Homo sapiens 	2.7.10.1	
8icl	Homo sapiens 	2.7.7.7	
2ivv	Homo sapiens 	2.7.10.1	
8ick	Homo sapiens 	2.7.7.7	
2ivu	Homo sapiens 	2.7.10.1	
8icj	Homo sapiens 	2.7.7.7	
2ivt	Homo sapiens 	2.7.10.1	
8ici	Homo sapiens 	2.7.7.7	
3qd4	Homo sapiens 	2.7.11.1	
2ivs	Homo sapiens 	2.7.10.1	
8ich	Homo sapiens 	2.7.7.7	
2cjm	Homo sapiens 	2.7.11.22	
3qd3	Homo sapiens 	2.7.11.1	
8icg	Homo sapiens 	2.7.7.7	
1w3b	Homo sapiens 	2.4.1.255	
8icf	Homo sapiens 	2.7.7.7	
8ice	Homo sapiens 	2.7.7.7	
3qd0	Homo sapiens 	2.7.11.1	
3qbn	Homo sapiens 	2.7.11.1	
3juh	Homo sapiens 	2.7.11.1	
2x1x	Homo sapiens 	2.7.10.1	
8icc	Homo sapiens 	2.7.7.7	
2x39	Homo sapiens 	2.7.11.1	
2x1w	Homo sapiens 	2.7.10.1	
8icb	Homo sapiens 	2.7.7.7	
1hy3	Homo sapiens 	2.8.2.4	
8ica	Homo sapiens 	2.7.7.7	
2pe2	Homo sapiens 	2.7.11.1	
2pe1	Homo sapiens 	2.7.11.1	
3jud	Homo sapiens 	2.3.2.4	
2pe0	Homo sapiens 	2.7.11.1	
3juc	Homo sapiens 	2.3.2.4	
3jub	Homo sapiens 	2.3.2.4	
2k8f	Homo sapiens 	2.3.1.48	
2x1n	Homo sapiens 	2.7.11.22	
4ei4	Homo sapiens 	2.7.10.2	
2iw9	Homo sapiens 	2.7.11.22	
2iw8	Homo sapiens 	2.7.11.22	
1w2f	Homo sapiens 	2.7.1.127	
1bl7	Homo sapiens BL21 (DE3)	2.7.11.24	
2iw6	Homo sapiens 	2.7.11.22	
1bl6	Homo sapiens BL21 (DE3)	2.7.11.24	
3qc4	Homo sapiens 	2.7.11.1	
1hvy	Homo sapiens 	2.1.1.45	
1w2d	Homo sapiens 	2.7.1.127	
3qar	Homo sapiens 	2.7.1.153	
3qar	Homo sapiens 	2.7.11.1	
1w2c	Homo sapiens 	2.7.1.127	
3qaq	Homo sapiens 	2.7.1.153	
3qaq	Homo sapiens 	2.7.11.1	
3dhf	Homo sapiens 	2.4.2.12	
3jtk	Homo sapiens 	2.3.1.97	
3dhd	Homo sapiens 	2.4.2.12	
3qai	Homo sapiens 	2.7.1.3	
4eh9	Homo sapiens 	2.7.11.24	
3qah	Homo sapiens 	2.3.1.48	
4eh8	Homo sapiens 	2.7.11.24	
3qag	Homo sapiens 	2.5.1.18	
4eh7	Homo sapiens 	2.7.11.24	
4eh6	Homo sapiens 	2.7.11.24	
4eh5	Homo sapiens 	2.7.11.24	
1uou	Homo sapiens 	2.4.2.4	
4eh4	Homo sapiens 	2.7.11.24	
4eh3	Homo sapiens 	2.7.11.24	
4eh2	Homo sapiens 	2.7.11.24	
4efo	Homo sapiens 	2.7.11.1	
2chz	Homo sapiens 	2.7.1.153	
2chz	Homo sapiens 	2.7.11.1	
2chx	Homo sapiens 	2.7.1.153	
2chx	Homo sapiens 	2.7.11.1	
3dgr	Homo sapiens 	2.4.2.12	
2x0g	Homo sapiens 	2.7.11.1	
2chw	Homo sapiens 	2.7.1.153	
2chw	Homo sapiens 	2.7.11.1	
3dgq	Homo sapiens 	2.5.1.18	
2itz	Homo sapiens 	2.7.10.1	
2ity	Homo sapiens 	2.7.10.1	
2itx	Homo sapiens 	2.7.10.1	
1w1h	Homo sapiens 	2.7.11.1	
2itw	Homo sapiens 	2.7.10.1	
3dgk	Homo sapiens 	2.7.11.1	
1w1g	Homo sapiens 	2.7.11.1	
2itv	Homo sapiens 	2.7.10.1	
1w1f	Homo sapiens 	2.7.10.2	
2itu	Homo sapiens 	2.7.10.1	
2itt	Homo sapiens 	2.7.10.1	
3qb4	Homo sapiens 	2.7.11.30	
1w1d	Homo sapiens 	2.7.11.1	
1j99	Homo sapiens 	2.8.2.14	
2chl	Homo sapiens 	2.7.11.1	
2itq	Homo sapiens 	2.7.10.1	
2itp	Homo sapiens 	2.7.10.1	
2ito	Homo sapiens 	2.7.10.1	
2itn	Homo sapiens 	2.7.10.1	
2x18	Homo sapiens 	2.7.11.1	
1hw4	Homo sapiens 	2.1.1.45	
4eey	Homo sapiens 	2.7.7.7	
